"card","Month","Year","catchmentName","fragmentNumber","fragmentName","Catch No","m","y","catchname","catch","locality","time","org","map","east","north","altitude","penet","fishmeth","effort","pass","spcode","abund","number","minl","maxl","nzreach","abundnumber","aldfor","ameneb","angaus","angdie","angrei","anguil","caraur","chefos","cteide","cypcar","echauc","echone","galano","galarg","galaxi","galbre","galcob","galdep","galdiv","galeld","galfas","galgol","galgra","galmac","galmar","galpau","galpos","galpro","galpul","galspd","galspn","galspp","galsps","galspt","galvul","gamaff","geoaus","gobalp","gobbas","gobbre","gobcot","gobgob","gobhub","gobhut","gobiom","graham","hypmol","hyrmen","leuidu","marine","mugcep","mugil","neoapo","neobur","neodiv","neohel","neorek","nospec","oncmyk","oncner","onctsh","parane","parcur","parmar","perflu","poelat","poeret","prooxy","retret","rholep","rhombo","rhoret","salfon","salmo","salsal","saltru","scaery","stoani","tintin"
"35006","6","2012","Waitaki River","1491135","Waitaki River tributary wetland 2","711","6","2012","Waitaki R","711.000","Waitaki River tributary","night","docc","","2356807","5585057","25","9","gmt","10","","gobbre","","8","20","75","13524228","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35006","6","2012","Waitaki River","1491135","Waitaki River tributary wetland 2","711","6","2012","Waitaki R","711.000","Waitaki River tributary","night","docc","","2356807","5585057","25","9","gmt","10","","neobur","","5","90","95","13524228","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"35007","5","2012","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","l36","2430759","5736954","155","70","gmt","10","","neobur","","2","50","83","13047681","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"35008","5","2012","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2430808","5736493","150","70","gmt","10","","neobur","","1","","56","13047935","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"35009","5","2012","Avon River","1491030","Avon River pond (Translocation)","666","5","2012","Avon R","666.000","Unnamed pond","","docc","","2474147","5740670","22","22","gmt","10","","neobur","","3","78","90","13046719","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"35010","5","2012","Waimakariri River","1491008","Unnamed ponds Waimakariri River tributary (Translocation)","664.05","5","2012","Waimakariri R","664.050","Unnamed stream Waimakariri River","","docc","","2472317","5748651","30","20","gmt","10","","neobur","","17","61","96","13044373","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","",""
"35011","5","2012","Selwyn River","1491037","Hororata River tributary 3","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431987","5735386","142","70","gmt","10","","galvul","","2","64","76","13048152","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35011","5","2012","Selwyn River","1491037","Hororata River tributary 3","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431987","5735386","142","70","gmt","10","","neobur","","118","54","131","13048152","118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","","","","","","","","","","","","","","","","","","","","","","","","",""
"35011","5","2012","Selwyn River","1491037","Hororata River tributary 3","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431987","5735386","142","70","gmt","10","","gobbre","","11","46","68","13048152","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35012","5","2012","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431218","5736442","148","70","gmt","10","","saltru","","3","49","77","13047681","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"35013","5","2012","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431367","5736278","147","70","gmt","10","","gobbre","","1","","70","13048015","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35013","5","2012","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2012","Selwyn R","680.040","Hororata River tributary","","docc","","2431367","5736278","147","70","gmt","10","","saltru","","1","","85","13048015","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"35014","5","2012","Avon River","1491027","Avon River tributary wetland (Translocation)","666","5","2012","Avon R","666.000","Unnamed wetland","","docc","","2484810","5746680","3","7","gmt","10","","angaus","","2","177","260","13044818","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35014","5","2012","Avon River","1491027","Avon River tributary wetland (Translocation)","666","5","2012","Avon R","666.000","Unnamed wetland","","docc","","2484810","5746680","3","7","gmt","10","","galmac","","1","","68","13044818","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35015","5","2012","Avon River","1491027","Avon River tributary wetland (Translocation)","666","5","2012","Avon R","666.000","Unnamed wetland","","docc","","2484789","5746695","3","7","gmt","10","","angaus","","1","","177","13044818","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35016","5","2012","Avon River","1491027","Avon River tributary wetland (Translocation)","666","5","2012","Avon R","666.000","Avon River","","docc","m35","2484737","5746727","3","7","gmt","10","","nospec","n","","","","13044818","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"50004","","","Waimakariri River","1491007","Cust River tributary","664.044","","","Waimakariri R","664.044","Cust River tributary","","unk","l35","2443800","5768400","260","53","unk","","","neobur","","","","","13037933","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","",""
"50371","","1946","Waimakariri River","1491006","North Brook tributary","664.042","","1946","Waimakariri R","664.042","Cam River","","unk","m35","2478800","5767200","25","18","unk","","","neobur","","","","","13038426","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","",""
"50395","2","1971","Woodend","1491004","Tutaepatu Lagoon","663","2","1971","Woodend","663.000","Unnamed wetland","","unk","m35","2485900","5764500","4","9","unk","","","neobur","","","","","13039295","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","",""
"50459","","1975","Waimakariri River","1491010","Coopers Creek tributary","664.062","","1975","Waimakariri R","664.062","Coopers Creek tributary","","niwa","l35","2440200","5767300","270","58","unk","","","gobbre","","","","","13038098","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50459","","1975","Waimakariri River","1491010","Coopers Creek tributary","664.062","","1975","Waimakariri R","664.062","Coopers Creek tributary","","niwa","l35","2440200","5767300","270","58","unk","","","neobur","c","","","","13038098","common","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","common","","","","","","","","","","","","","","","","","","","","","","","","",""
